Strategy,Total,Pit in Laps
2-stop M→H→S   ,87:24.681,"[47, 65]"
2-stop H→S→M   ,87:24.681,"[18, 19]"
2-stop H→M→S   ,87:24.681,"[18, 65]"
2-stop M→H→H   ,87:24.713,"[3, 15]"
2-stop M→H→H   ,87:24.713,"[3, 54]"
2-stop H→M→H   ,87:24.713,"[12, 15]"
2-stop H→M→H   ,87:24.713,"[51, 54]"
2-stop H→H→M   ,87:24.713,"[12, 63]"
2-stop H→H→M   ,87:24.713,"[51, 63]"
2-stop S→M→H   ,87:24.724,"[11, 62]"
2-stop S→H→M   ,87:24.724,"[11, 15]"
2-stop M→S→H   ,87:24.724,"[51, 62]"
2-stop M→H→S   ,87:24.724,"[51, 55]"
2-stop H→S→M   ,87:24.724,"[4, 15]"
2-stop H→M→S   ,87:24.724,"[4, 55]"
2-stop M→M→H   ,87:24.735,"[16, 65]"
2-stop M→M→H   ,87:24.735,"[49, 65]"
2-stop M→H→M   ,87:24.735,"[16, 17]"
2-stop M→H→M   ,87:24.735,"[49, 50]"
2-stop H→M→M   ,87:24.735,"[1, 17]"
2-stop H→M→M   ,87:24.735,"[1, 50]"
2-stop M→M→H   ,87:24.737,"[15, 64]"
2-stop M→M→H   ,87:24.737,"[49, 64]"
2-stop M→H→M   ,87:24.737,"[15, 17]"
2-stop M→H→M   ,87:24.737,"[49, 51]"
2-stop H→M→M   ,87:24.737,"[2, 17]"
2-stop H→M→M   ,87:24.737,"[2, 51]"
2-stop S→M→H   ,87:24.754,"[47, 57]"
2-stop S→H→M   ,87:24.754,"[47, 56]"
2-stop M→S→H   ,87:24.754,"[10, 57]"
2-stop M→H→S   ,87:24.754,"[10, 19]"
2-stop H→S→M   ,87:24.754,"[9, 56]"
2-stop H→M→S   ,87:24.754,"[9, 19]"
2-stop S→M→M   ,87:24.756,"[3, 16]"
2-stop S→M→M   ,87:24.756,"[3, 53]"
2-stop M→S→M   ,87:24.756,"[13, 16]"
2-stop M→S→M   ,87:24.756,"[50, 53]"
2-stop M→M→S   ,87:24.756,"[13, 63]"
2-stop M→M→S   ,87:24.756,"[50, 63]"
2-stop M→H→H   ,87:24.757,"[47, 51]"
2-stop M→H→H   ,87:24.757,"[47, 62]"
2-stop H→M→H   ,87:24.757,"[4, 51]"
2-stop H→M→H   ,87:24.757,"[15, 62]"
2-stop H→H→M   ,87:24.757,"[4, 19]"
2-stop H→H→M   ,87:24.757,"[15, 19]"
2-stop M→M→H   ,87:24.789,"[14, 63]"
2-stop M→M→H   ,87:24.789,"[49, 63]"
2-stop M→H→M   ,87:24.789,"[14, 17]"
2-stop M→H→M   ,87:24.789,"[49, 52]"
2-stop H→M→M   ,87:24.789,"[3, 17]"
2-stop H→M→M   ,87:24.789,"[3, 52]"
2-stop M→M→H   ,87:24.791,"[1, 13]"
2-stop M→M→H   ,87:24.791,"[12, 13]"
2-stop M→H→M   ,87:24.791,"[1, 54]"
2-stop M→H→M   ,87:24.791,"[12, 65]"
2-stop H→M→M   ,87:24.791,"[53, 54]"
2-stop H→M→M   ,87:24.791,"[53, 65]"
2-stop S→S→M   ,87:24.805,"[3, 14]"
2-stop S→S→M   ,87:24.805,"[11, 14]"
2-stop S→M→S   ,87:24.805,"[3, 55]"
2-stop S→M→S   ,87:24.805,"[11, 63]"
2-stop M→S→S   ,87:24.805,"[52, 55]"
2-stop M→S→S   ,87:24.805,"[52, 63]"
2-stop M→H→H   ,87:24.855,"[6, 14]"
2-stop M→H→H   ,87:24.855,"[6, 58]"
2-stop H→M→H   ,87:24.855,"[8, 14]"
2-stop H→M→H   ,87:24.855,"[52, 58]"
2-stop H→H→M   ,87:24.855,"[8, 60]"
2-stop H→H→M   ,87:24.855,"[52, 60]"
2-stop M→M→H   ,87:24.891,"[13, 62]"
2-stop M→M→H   ,87:24.891,"[49, 62]"
2-stop M→H→M   ,87:24.891,"[13, 17]"
2-stop M→H→M   ,87:24.891,"[49, 53]"
2-stop H→M→M   ,87:24.891,"[4, 17]"
2-stop H→M→M   ,87:24.891,"[4, 53]"
2-stop S→M→M   ,87:24.986,"[7, 15]"
2-stop S→M→M   ,87:24.986,"[7, 58]"
2-stop M→S→M   ,87:24.986,"[8, 15]"
2-stop M→S→M   ,87:24.986,"[51, 58]"
2-stop M→M→S   ,87:24.986,"[8, 59]"
2-stop M→M→S   ,87:24.986,"[51, 59]"
2-stop M→M→H   ,87:24.987,"[5, 53]"
2-stop M→M→H   ,87:24.987,"[48, 53]"
2-stop M→H→M   ,87:24.987,"[5, 18]"
2-stop M→H→M   ,87:24.987,"[48, 61]"
2-stop H→M→M   ,87:24.987,"[13, 18]"
2-stop H→M→M   ,87:24.987,"[13, 61]"
2-stop S→H→H   ,87:25.004,"[6, 12]"
2-stop S→H→H   ,87:25.004,"[6, 60]"
2-stop H→S→H   ,87:25.004,"[6, 12]"
2-stop H→S→H   ,87:25.004,"[54, 60]"
2-stop H→H→S   ,87:25.004,"[6, 60]"
2-stop H→H→S   ,87:25.004,"[54, 60]"
2-stop M→H→H   ,87:25.021,"[47, 50]"
2-stop M→H→H   ,87:25.021,"[47, 63]"
2-stop H→M→H   ,87:25.021,"[3, 50]"
2-stop H→M→H   ,87:25.021,"[16, 63]"
2-stop H→H→M   ,87:25.021,"[3, 19]"
2-stop H→H→M   ,87:25.021,"[16, 19]"
2-stop S→M→H   ,87:25.042,"[6, 11]"
2-stop S→H→M   ,87:25.042,"[6, 61]"
2-stop M→S→H   ,87:25.042,"[5, 11]"
2-stop M→H→S   ,87:25.042,"[5, 60]"
2-stop H→S→M   ,87:25.042,"[55, 61]"
2-stop H→M→S   ,87:25.042,"[55, 60]"
2-stop M→M→H   ,87:25.043,"[12, 61]"
2-stop M→M→H   ,87:25.043,"[49, 61]"
2-stop M→H→M   ,87:25.043,"[12, 17]"
2-stop M→H→M   ,87:25.043,"[49, 54]"
2-stop H→M→M   ,87:25.043,"[5, 17]"
2-stop H→M→M   ,87:25.043,"[5, 54]"
2-stop S→M→H   ,87:25.068,"[46, 49]"
2-stop S→H→M   ,87:25.068,"[46, 63]"
2-stop M→S→H   ,87:25.068,"[3, 49]"
2-stop M→H→S   ,87:25.068,"[3, 20]"
2-stop H→S→M   ,87:25.068,"[17, 63]"
2-stop H→M→S   ,87:25.068,"[17, 20]"
2-stop S→M→H   ,87:25.100,"[47, 56]"
2-stop S→H→M   ,87:25.100,"[47, 57]"
2-stop M→S→H   ,87:25.100,"[9, 56]"
2-stop M→H→S   ,87:25.100,"[9, 19]"
2-stop H→S→M   ,87:25.100,"[10, 57]"
2-stop H→M→S   ,87:25.100,"[10, 19]"
2-stop S→S→H   ,87:25.107,"[5, 10]"
2-stop S→H→S   ,87:25.107,"[5, 61]"
2-stop H→S→S   ,87:25.107,"[56, 61]"
2-stop S→S→M   ,87:25.120,"[2, 14]"
2-stop S→S→M   ,87:25.120,"[12, 14]"
2-stop S→M→S   ,87:25.120,"[2, 54]"
2-stop S→M→S   ,87:25.120,"[12, 64]"
2-stop M→S→S   ,87:25.120,"[52, 54]"
2-stop M→S→S   ,87:25.120,"[52, 64]"
2-stop S→S→M   ,87:25.122,"[7, 56]"
2-stop S→S→M   ,87:25.122,"[49, 56]"
2-stop S→M→S   ,87:25.122,"[7, 17]"
2-stop S→M→S   ,87:25.122,"[49, 59]"
2-stop M→S→S   ,87:25.122,"[10, 17]"
2-stop M→S→S   ,87:25.122,"[10, 59]"
2-stop S→S→H   ,87:25.142,"[4, 10]"
2-stop S→S→H   ,87:25.142,"[6, 10]"
2-stop S→H→S   ,87:25.142,"[4, 60]"
2-stop S→H→S   ,87:25.142,"[6, 62]"
2-stop H→S→S   ,87:25.142,"[56, 60]"
2-stop H→S→S   ,87:25.142,"[56, 62]"
2-stop S→H→H   ,87:25.145,"[4, 13]"
2-stop S→H→H   ,87:25.145,"[4, 57]"
2-stop H→S→H   ,87:25.145,"[9, 13]"
2-stop H→S→H   ,87:25.145,"[53, 57]"
2-stop H→H→S   ,87:25.145,"[9, 62]"
2-stop H→H→S   ,87:25.145,"[53, 62]"
2-stop S→M→M   ,87:25.163,"[48, 57]"
2-stop M→S→M   ,87:25.163,"[9, 57]"
2-stop M→M→S   ,87:25.163,"[9, 18]"
2-stop S→H→H   ,87:25.172,"[46, 56]"
2-stop H→S→H   ,87:25.172,"[10, 56]"
2-stop H→H→S   ,87:25.172,"[10, 20]"
2-stop S→M→M   ,87:25.191,"[48, 56]"
2-stop S→M→M   ,87:25.191,"[48, 58]"
2-stop M→S→M   ,87:25.191,"[8, 56]"
2-stop M→S→M   ,87:25.191,"[10, 58]"
2-stop M→M→S   ,87:25.191,"[8, 18]"
2-stop M→M→S   ,87:25.191,"[10, 18]"
2-stop M→H→H   ,87:25.191,"[12, 13]"
2-stop M→H→H   ,87:25.191,"[12, 65]"
2-stop H→M→H   ,87:25.191,"[1, 13]"
2-stop H→M→H   ,87:25.191,"[53, 65]"
2-stop H→H→M   ,87:25.191,"[1, 54]"
2-stop H→H→M   ,87:25.191,"[53, 54]"
2-stop S→M→H   ,87:25.194,"[7, 57]"
2-stop S→H→M   ,87:25.194,"[7, 16]"
2-stop S→H→H   ,87:25.194,"[46, 55]"
2-stop S→H→H   ,87:25.194,"[46, 57]"
2-stop M→S→H   ,87:25.194,"[50, 57]"
2-stop M→H→S   ,87:25.194,"[50, 59]"
2-stop H→S→M   ,87:25.194,"[9, 16]"
2-stop H→S→H   ,87:25.194,"[9, 55]"
2-stop H→S→H   ,87:25.194,"[11, 57]"
2-stop H→M→S   ,87:25.194,"[9, 59]"
2-stop H→H→S   ,87:25.194,"[9, 20]"
2-stop H→H→S   ,87:25.194,"[11, 20]"
1-stop S→H     ,87:25.202,[51]
1-stop H→S     ,87:25.202,[15]
2-stop S→S→H   ,87:25.222,"[4, 51]"
2-stop S→S→H   ,87:25.222,"[47, 51]"
2-stop S→H→S   ,87:25.222,"[4, 19]"
2-stop S→H→S   ,87:25.222,"[47, 62]"
2-stop H→S→S   ,87:25.222,"[15, 19]"
2-stop H→S→S   ,87:25.222,"[15, 62]"
2-stop M→M→H   ,87:25.245,"[11, 60]"
2-stop M→M→H   ,87:25.245,"[49, 60]"
2-stop M→H→M   ,87:25.245,"[11, 17]"
2-stop M→H→M   ,87:25.245,"[49, 55]"
2-stop H→M→M   ,87:25.245,"[6, 17]"
2-stop H→M→M   ,87:25.245,"[6, 55]"
2-stop S→S→H   ,87:25.247,"[3, 10]"
2-stop S→S→H   ,87:25.247,"[7, 10]"
2-stop S→H→S   ,87:25.247,"[3, 59]"
2-stop S→H→S   ,87:25.247,"[7, 63]"
2-stop H→S→S   ,87:25.247,"[56, 59]"
2-stop H→S→S   ,87:25.247,"[56, 63]"
2-stop S→H→H   ,87:25.260,"[46, 54]"
2-stop S→H→H   ,87:25.260,"[46, 58]"
2-stop H→S→H   ,87:25.260,"[8, 54]"
2-stop H→S→H   ,87:25.260,"[12, 58]"
2-stop H→H→S   ,87:25.260,"[8, 20]"
2-stop H→H→S   ,87:25.260,"[12, 20]"
2-stop S→M→M   ,87:25.275,"[48, 55]"
2-stop S→M→M   ,87:25.275,"[48, 59]"
2-stop M→S→M   ,87:25.275,"[7, 55]"
2-stop M→S→M   ,87:25.275,"[11, 59]"
2-stop M→M→S   ,87:25.275,"[7, 18]"
2-stop M→M→S   ,87:25.275,"[11, 18]"
2-stop M→M→H   ,87:25.281,"[1, 48]"
2-stop M→M→H   ,87:25.281,"[47, 48]"
2-stop M→H→M   ,87:25.281,"[1, 19]"
2-stop M→H→M   ,87:25.281,"[47, 65]"
2-stop H→M→M   ,87:25.281,"[18, 19]"
2-stop H→M→M   ,87:25.281,"[18, 65]"
2-stop S→H→H   ,87:25.283,"[8, 11]"
2-stop S→H→H   ,87:25.283,"[8, 63]"
2-stop H→S→H   ,87:25.283,"[3, 11]"
2-stop H→S→H   ,87:25.283,"[55, 63]"
2-stop H→H→S   ,87:25.283,"[3, 58]"
2-stop H→H→S   ,87:25.283,"[55, 58]"
2-stop M→H→H   ,87:25.291,"[5, 14]"
2-stop M→H→H   ,87:25.291,"[5, 57]"
2-stop H→M→H   ,87:25.291,"[9, 14]"
2-stop H→M→H   ,87:25.291,"[52, 57]"
2-stop H→H→M   ,87:25.291,"[9, 61]"
2-stop H→H→M   ,87:25.291,"[52, 61]"
2-stop S→S→H   ,87:25.292,"[7, 55]"
2-stop S→S→H   ,87:25.292,"[48, 55]"
2-stop S→H→S   ,87:25.292,"[7, 18]"
2-stop S→H→S   ,87:25.292,"[48, 59]"
2-stop H→S→S   ,87:25.292,"[11, 18]"
2-stop H→S→S   ,87:25.292,"[11, 59]"
2-stop M→H→H   ,87:25.305,"[11, 13]"
2-stop M→H→H   ,87:25.305,"[11, 64]"
2-stop H→M→H   ,87:25.305,"[2, 13]"
2-stop H→M→H   ,87:25.305,"[53, 64]"
2-stop H→H→M   ,87:25.305,"[2, 55]"
2-stop H→H→M   ,87:25.305,"[53, 55]"
2-stop M→H→H   ,87:25.321,"[2, 15]"
2-stop M→H→H   ,87:25.321,"[2, 53]"
2-stop H→M→H   ,87:25.321,"[51, 53]"
2-stop H→H→M   ,87:25.321,"[51, 64]"
2-stop H→M→H   ,87:25.321,"[13, 15]"
2-stop H→H→M   ,87:25.321,"[13, 64]"
2-stop M→H→H   ,87:25.329,"[47, 49]"
2-stop M→H→H   ,87:25.329,"[47, 64]"
2-stop H→M→H   ,87:25.329,"[2, 49]"
2-stop H→M→H   ,87:25.329,"[17, 64]"
2-stop H→H→M   ,87:25.329,"[2, 19]"
2-stop H→H→M   ,87:25.329,"[17, 19]"
2-stop S→S→M   ,87:25.342,"[2, 50]"
2-stop S→S→M   ,87:25.342,"[48, 50]"
2-stop S→M→S   ,87:25.342,"[2, 18]"
2-stop S→M→S   ,87:25.342,"[48, 64]"
2-stop M→S→S   ,87:25.342,"[16, 18]"
2-stop M→S→S   ,87:25.342,"[16, 64]"
2-stop S→H→H   ,87:25.370,"[46, 53]"
2-stop S→H→H   ,87:25.370,"[46, 59]"
2-stop H→S→H   ,87:25.370,"[7, 53]"
2-stop H→S→H   ,87:25.370,"[13, 59]"
2-stop H→H→S   ,87:25.370,"[7, 20]"
2-stop H→H→S   ,87:25.370,"[13, 20]"
2-stop S→H→H   ,87:25.379,"[1, 15]"
2-stop S→H→H   ,87:25.379,"[1, 52]"
2-stop H→S→H   ,87:25.379,"[14, 15]"
2-stop H→S→H   ,87:25.379,"[51, 52]"
2-stop H→H→S   ,87:25.379,"[14, 65]"
2-stop H→H→S   ,87:25.379,"[51, 65]"
2-stop S→S→H   ,87:25.382,"[11, 60]"
2-stop S→S→H   ,87:25.382,"[49, 60]"
2-stop S→H→S   ,87:25.382,"[11, 17]"
2-stop S→H→S   ,87:25.382,"[49, 55]"
2-stop H→S→S   ,87:25.382,"[6, 17]"
2-stop H→S→S   ,87:25.382,"[6, 55]"
2-stop S→M→M   ,87:25.415,"[48, 54]"
2-stop S→M→M   ,87:25.415,"[48, 60]"
2-stop M→S→M   ,87:25.415,"[6, 54]"
2-stop M→S→M   ,87:25.415,"[12, 60]"
2-stop M→M→S   ,87:25.415,"[6, 18]"
2-stop M→M→S   ,87:25.415,"[12, 18]"
2-stop S→S→H   ,87:25.422,"[2, 10]"
2-stop S→S→H   ,87:25.422,"[8, 10]"
2-stop S→H→S   ,87:25.422,"[2, 58]"
2-stop S→H→S   ,87:25.422,"[8, 64]"
2-stop H→S→S   ,87:25.422,"[56, 58]"
2-stop H→S→S   ,87:25.422,"[56, 64]"
2-stop S→M→H   ,87:25.444,"[2, 12]"
2-stop S→H→M   ,87:25.444,"[2, 56]"
2-stop M→S→H   ,87:25.444,"[10, 12]"
2-stop M→H→S   ,87:25.444,"[10, 64]"
2-stop H→S→M   ,87:25.444,"[54, 56]"
2-stop H→M→S   ,87:25.444,"[54, 64]"
2-stop S→M→H   ,87:25.462,"[10, 61]"
2-stop S→H→M   ,87:25.462,"[10, 15]"
2-stop M→S→H   ,87:25.462,"[51, 61]"
2-stop M→H→S   ,87:25.462,"[51, 56]"
2-stop H→S→M   ,87:25.462,"[5, 15]"
2-stop H→M→S   ,87:25.462,"[5, 56]"
2-stop M→H→H   ,87:25.469,"[10, 13]"
2-stop M→H→H   ,87:25.469,"[10, 63]"
2-stop H→M→H   ,87:25.469,"[3, 13]"
2-stop H→M→H   ,87:25.469,"[53, 63]"
2-stop H→H→M   ,87:25.469,"[3, 56]"
2-stop H→H→M   ,87:25.469,"[53, 56]"
2-stop S→M→H   ,87:25.496,"[47, 55]"
2-stop S→H→M   ,87:25.496,"[47, 58]"
2-stop M→S→H   ,87:25.496,"[8, 55]"
2-stop M→H→S   ,87:25.496,"[8, 19]"
2-stop H→S→M   ,87:25.496,"[11, 58]"
2-stop H→M→S   ,87:25.496,"[11, 19]"
2-stop M→M→H   ,87:25.497,"[10, 59]"
2-stop M→M→H   ,87:25.497,"[49, 59]"
2-stop M→H→M   ,87:25.497,"[10, 17]"
2-stop M→H→M   ,87:25.497,"[49, 56]"
2-stop H→M→M   ,87:25.497,"[7, 17]"
2-stop H→M→M   ,87:25.497,"[7, 56]"
2-stop S→S→M   ,87:25.505,"[1, 14]"
2-stop S→S→M   ,87:25.505,"[13, 14]"
2-stop S→M→S   ,87:25.505,"[1, 53]"
2-stop S→M→S   ,87:25.505,"[13, 65]"
2-stop M→S→S   ,87:25.505,"[52, 53]"
2-stop M→S→S   ,87:25.505,"[52, 65]"
2-stop S→H→H   ,87:25.524,"[46, 52]"
2-stop S→H→H   ,87:25.524,"[46, 60]"
2-stop H→S→H   ,87:25.524,"[6, 52]"
2-stop H→S→H   ,87:25.524,"[14, 60]"
2-stop H→H→S   ,87:25.524,"[6, 20]"
2-stop H→H→S   ,87:25.524,"[14, 20]"
2-stop M→M→H   ,87:25.561,"[4, 52]"
2-stop M→M→H   ,87:25.561,"[48, 52]"
2-stop M→H→M   ,87:25.561,"[4, 18]"
2-stop M→H→M   ,87:25.561,"[48, 62]"
2-stop H→M→M   ,87:25.561,"[14, 18]"
2-stop H→M→M   ,87:25.561,"[14, 62]"
1-stop M→H     ,87:25.567,[5]
1-stop M→H     ,87:25.567,[54]
1-stop H→M     ,87:25.567,[12]
1-stop H→M     ,87:25.567,[61]
2-stop S→M→M   ,87:25.600,"[6, 15]"
2-stop S→M→M   ,87:25.600,"[6, 57]"
2-stop M→S→M   ,87:25.600,"[9, 15]"
2-stop M→S→M   ,87:25.600,"[51, 57]"
2-stop M→M→S   ,87:25.600,"[9, 60]"
2-stop M→M→S   ,87:25.600,"[51, 60]"
2-stop S→M→H   ,87:25.607,"[5, 11]"
2-stop S→H→M   ,87:25.607,"[5, 60]"
2-stop M→S→H   ,87:25.607,"[6, 11]"
2-stop M→H→S   ,87:25.607,"[6, 61]"
2-stop H→S→M   ,87:25.607,"[55, 60]"
2-stop H→M→S   ,87:25.607,"[55, 61]"
2-stop S→M→M   ,87:25.611,"[48, 53]"
2-stop S→M→M   ,87:25.611,"[48, 61]"
2-stop M→S→M   ,87:25.611,"[5, 53]"
2-stop M→S→M   ,87:25.611,"[13, 61]"
2-stop M→M→S   ,87:25.611,"[5, 18]"
2-stop M→M→S   ,87:25.611,"[13, 18]"
2-stop S→M→M   ,87:25.650,"[2, 16]"
2-stop S→M→M   ,87:25.650,"[2, 52]"
2-stop M→S→M   ,87:25.650,"[14, 16]"
2-stop M→S→M   ,87:25.650,"[50, 52]"
2-stop M→M→S   ,87:25.650,"[14, 64]"
2-stop M→M→S   ,87:25.650,"[50, 64]"
2-stop S→M→H   ,87:25.666,"[2, 50]"
2-stop S→H→M   ,87:25.666,"[2, 18]"
2-stop M→S→H   ,87:25.666,"[48, 50]"
2-stop M→H→S   ,87:25.666,"[48, 64]"
2-stop H→S→M   ,87:25.666,"[16, 18]"
2-stop H→M→S   ,87:25.666,"[16, 64]"
2-stop S→S→H   ,87:25.667,"[1, 10]"
2-stop S→S→H   ,87:25.667,"[9, 10]"
2-stop S→H→S   ,87:25.667,"[1, 57]"
2-stop S→H→S   ,87:25.667,"[9, 65]"
2-stop H→S→S   ,87:25.667,"[56, 57]"
2-stop H→S→S   ,87:25.667,"[56, 65]"
2-stop M→H→H   ,87:25.681,"[47, 48]"
2-stop M→H→H   ,87:25.681,"[47, 65]"
2-stop H→M→H   ,87:25.681,"[1, 48]"
2-stop H→M→H   ,87:25.681,"[18, 65]"
2-stop H→H→M   ,87:25.681,"[1, 19]"
2-stop H→H→M   ,87:25.681,"[18, 19]"
2-stop M→H→H   ,87:25.683,"[9, 13]"
2-stop M→H→H   ,87:25.683,"[9, 62]"
2-stop H→M→H   ,87:25.683,"[4, 13]"
2-stop H→M→H   ,87:25.683,"[53, 62]"
2-stop H→H→M   ,87:25.683,"[4, 57]"
2-stop H→H→M   ,87:25.683,"[53, 57]"
2-stop S→M→H   ,87:25.701,"[4, 53]"
2-stop S→H→M   ,87:25.701,"[4, 17]"
2-stop M→S→H   ,87:25.701,"[49, 53]"
2-stop M→H→S   ,87:25.701,"[49, 62]"
2-stop H→S→M   ,87:25.701,"[13, 17]"
2-stop H→M→S   ,87:25.701,"[13, 62]"
2-stop S→H→H   ,87:25.706,"[2, 14]"
2-stop S→H→H   ,87:25.706,"[2, 54]"
2-stop H→S→H   ,87:25.706,"[12, 14]"
2-stop H→S→H   ,87:25.706,"[52, 54]"
2-stop H→H→S   ,87:25.706,"[12, 64]"
2-stop H→H→S   ,87:25.706,"[52, 64]"
2-stop S→H→H   ,87:25.722,"[46, 51]"
2-stop S→H→H   ,87:25.722,"[46, 61]"
2-stop H→S→H   ,87:25.722,"[5, 51]"
2-stop H→S→H   ,87:25.722,"[15, 61]"
2-stop H→H→S   ,87:25.722,"[5, 20]"
2-stop H→H→S   ,87:25.722,"[15, 20]"
2-stop M→H→H   ,87:25.777,"[4, 14]"
2-stop M→H→H   ,87:25.777,"[4, 56]"
2-stop H→M→H   ,87:25.777,"[10, 14]"
2-stop H→M→H   ,87:25.777,"[52, 56]"
2-stop H→H→M   ,87:25.777,"[10, 62]"
2-stop H→H→M   ,87:25.777,"[52, 62]"
2-stop S→M→H   ,87:25.786,"[46, 48]"
2-stop S→H→M   ,87:25.786,"[46, 64]"
2-stop M→S→H   ,87:25.786,"[2, 48]"
2-stop M→H→S   ,87:25.786,"[2, 20]"
2-stop H→S→M   ,87:25.786,"[18, 64]"
2-stop H→M→S   ,87:25.786,"[18, 20]"
2-stop S→S→M   ,87:25.792,"[6, 55]"
2-stop S→S→M   ,87:25.792,"[49, 55]"
2-stop S→M→S   ,87:25.792,"[6, 17]"
2-stop S→M→S   ,87:25.792,"[49, 60]"
2-stop M→S→S   ,87:25.792,"[11, 17]"
2-stop M→S→S   ,87:25.792,"[11, 60]"
2-stop M→M→H   ,87:25.799,"[9, 58]"
2-stop M→M→H   ,87:25.799,"[49, 58]"
2-stop M→H→M   ,87:25.799,"[9, 17]"
2-stop M→H→M   ,87:25.799,"[49, 57]"
2-stop H→M→M   ,87:25.799,"[8, 17]"
2-stop H→M→M   ,87:25.799,"[8, 57]"
2-stop S→M→M   ,87:25.863,"[48, 52]"
2-stop S→M→M   ,87:25.863,"[48, 62]"
2-stop M→S→M   ,87:25.863,"[4, 52]"
2-stop M→S→M   ,87:25.863,"[14, 62]"
2-stop M→M→S   ,87:25.863,"[4, 18]"
2-stop M→M→S   ,87:25.863,"[14, 18]"
2-stop S→M→H   ,87:25.942,"[47, 54]"
2-stop S→H→M   ,87:25.942,"[47, 59]"
2-stop M→S→H   ,87:25.942,"[7, 54]"
2-stop M→H→S   ,87:25.942,"[7, 19]"
2-stop H→S→M   ,87:25.942,"[12, 59]"
2-stop H→M→S   ,87:25.942,"[12, 19]"
2-stop M→H→H   ,87:25.947,"[8, 13]"
2-stop M→H→H   ,87:25.947,"[8, 61]"
2-stop H→M→H   ,87:25.947,"[5, 13]"
2-stop H→M→H   ,87:25.947,"[53, 61]"
2-stop H→H→M   ,87:25.947,"[5, 58]"
2-stop H→H→M   ,87:25.947,"[53, 58]"
2-stop S→S→H   ,87:25.954,"[1, 47]"
2-stop S→S→H   ,87:25.954,"[46, 47]"
2-stop S→H→S   ,87:25.954,"[1, 20]"
2-stop S→H→S   ,87:25.954,"[46, 65]"
2-stop H→S→S   ,87:25.954,"[19, 20]"
2-stop H→S→S   ,87:25.954,"[19, 65]"
2-stop S→H→H   ,87:25.961,"[5, 12]"
2-stop S→H→H   ,87:25.961,"[5, 59]"
2-stop H→S→H   ,87:25.961,"[7, 12]"
2-stop H→S→H   ,87:25.961,"[54, 59]"
2-stop H→H→S   ,87:25.961,"[7, 61]"
2-stop H→H→S   ,87:25.961,"[54, 61]"
2-stop S→H→H   ,87:25.964,"[46, 50]"
2-stop S→H→H   ,87:25.964,"[46, 62]"
2-stop H→S→H   ,87:25.964,"[4, 50]"
2-stop H→S→H   ,87:25.964,"[16, 62]"
2-stop H→H→S   ,87:25.964,"[4, 20]"
2-stop H→H→S   ,87:25.964,"[16, 20]"
2-stop M→H→H   ,87:25.979,"[1, 15]"
2-stop M→H→H   ,87:25.979,"[1, 52]"
2-stop H→M→H   ,87:25.979,"[14, 15]"
2-stop H→M→H   ,87:25.979,"[51, 52]"
2-stop H→H→M   ,87:25.979,"[14, 65]"
2-stop H→H→M   ,87:25.979,"[51, 65]"
2-stop S→H→H   ,87:26.104,"[7, 11]"
2-stop S→H→H   ,87:26.104,"[7, 62]"
2-stop H→S→H   ,87:26.104,"[4, 11]"
2-stop H→S→H   ,87:26.104,"[55, 62]"
2-stop H→H→S   ,87:26.104,"[4, 59]"
2-stop H→H→S   ,87:26.104,"[55, 59]"
2-stop S→M→M   ,87:26.105,"[13, 14]"
2-stop S→M→M   ,87:26.105,"[13, 65]"
2-stop M→S→M   ,87:26.105,"[1, 14]"
2-stop M→S→M   ,87:26.105,"[52, 65]"
2-stop M→M→S   ,87:26.105,"[1, 53]"
2-stop M→M→S   ,87:26.105,"[52, 53]"
2-stop M→M→H   ,87:26.151,"[8, 57]"
2-stop M→M→H   ,87:26.151,"[49, 57]"
2-stop M→H→M   ,87:26.151,"[8, 17]"
2-stop M→H→M   ,87:26.151,"[49, 58]"
2-stop H→M→M   ,87:26.151,"[9, 17]"
2-stop H→M→M   ,87:26.151,"[9, 58]"
1-stop S→H     ,87:26.159,[4]
1-stop H→S     ,87:26.159,[62]
2-stop S→S→H   ,87:26.164,"[10, 59]"
2-stop S→S→H   ,87:26.164,"[49, 59]"
2-stop S→H→S   ,87:26.164,"[10, 17]"
2-stop S→H→S   ,87:26.164,"[49, 56]"
2-stop H→S→S   ,87:26.164,"[7, 17]"
2-stop H→S→S   ,87:26.164,"[7, 56]"
2-stop S→M→M   ,87:26.171,"[48, 51]"
2-stop S→M→M   ,87:26.171,"[48, 63]"
2-stop M→S→M   ,87:26.171,"[3, 51]"
2-stop M→S→M   ,87:26.171,"[15, 63]"
2-stop M→M→S   ,87:26.171,"[3, 18]"
2-stop M→M→S   ,87:26.171,"[15, 18]"
2-stop S→M→H   ,87:26.182,"[6, 56]"
2-stop S→H→M   ,87:26.182,"[6, 16]"
2-stop M→S→H   ,87:26.182,"[50, 56]"
2-stop M→H→S   ,87:26.182,"[50, 60]"
2-stop H→S→M   ,87:26.182,"[10, 16]"
2-stop H→M→S   ,87:26.182,"[10, 60]"
2-stop M→M→H   ,87:26.185,"[3, 51]"
2-stop M→M→H   ,87:26.185,"[48, 51]"
2-stop M→H→M   ,87:26.185,"[3, 18]"
2-stop M→H→M   ,87:26.185,"[48, 63]"
2-stop H→M→M   ,87:26.185,"[15, 18]"
2-stop H→M→M   ,87:26.185,"[15, 63]"
2-stop M→M→H   ,87:26.189,"[6, 12]"
2-stop M→H→M   ,87:26.189,"[6, 60]"
